accession,virus,viral_family,host
NC_013117,Francolinus leucoscepus papillomavirus 1,Papillomaviridae,Perdicinae
NC_013226,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013228,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013229,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013230,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013231,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013232,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013233,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013234,Mammalian orthoreovirus 3,Spinareoviridae,Boreoeutheria
NC_013237,Canis familiaris papillomavirus 6,Papillomaviridae,Canis lupus familiaris
NC_013397,Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),Sedoreoviridae,Pecora
NC_013401,Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),Sedoreoviridae,Pecora
NC_013402,Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),Sedoreoviridae,Pecora
NC_013439,Bornean orang-utan polyomavirus,Polyomaviridae,Pongo pygmaeus
NC_013443,HMO Astrovirus A,Astroviridae,Homo sapiens
NC_013459,Barfin flounder nervous necrosis virus,Nodaviridae,Acanthomorphata
NC_013460,Tiger puffer nervous necrosis virus,Nodaviridae,Takifugu rubripes
NC_013461,Tiger puffer nervous necrosis virus,Nodaviridae,Takifugu rubripes
NC_013590,Felid alphaherpesvirus 1,Orthoherpesviridae,Felidae
NC_013668,Anguillid herpesvirus 1,Alloherpesviridae,Anguilla
NC_013695,Enterovirus J,Picornaviridae,Cercopithecinae
NC_010415,Enterovirus J,Picornaviridae,Cercopithecinae
NC_013774,Porcine circovirus type 1/2a,Circoviridae,Sus scrofa
NC_013796,California sea lion polyomavirus 1,Polyomaviridae,Zalophus californianus
NC_043694,Orthobunyavirus tacaiumaense,Peribunyaviridae,Sapajus apella
NC_043692,Orthobunyavirus tacaiumaense,Peribunyaviridae,Sapajus apella
NC_043693,Orthobunyavirus tacaiumaense,Peribunyaviridae,Sapajus apella
NC_043697,Orthobunyavirus shuniense,Peribunyaviridae,Equus caballus
NC_043698,Orthobunyavirus shuniense,Peribunyaviridae,Equus caballus
NC_043699,Orthobunyavirus shuniense,Peribunyaviridae,Equus caballus
NC_044046,Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS,Caliciviridae,Homo sapiens
NC_044047,Norovirus dog/GVI.1/HKU_Ca026F/2007/HKG,Caliciviridae,Canis lupus familiaris
NC_044853,Norovirus GI,Caliciviridae,Homo sapiens
NC_044854,Norovirus GI,Caliciviridae,Homo sapiens
NC_044856,Norovirus GI,Caliciviridae,Homo sapiens
NC_001959,Norovirus GI,Caliciviridae,Homo sapiens
NC_044855,Norovirus GIV,Caliciviridae,Homo sapiens
NC_044932,Norovirus GII,Caliciviridae,Homo sapiens
NC_039477,Norovirus GII,Caliciviridae,Homo sapiens
NC_044941,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044943,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044944,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044945,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044946,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044949,African swine fever virus,Asfarviridae,Phacochoerus africanus
NC_044955,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044959,African swine fever virus,Asfarviridae,Sus scrofa domesticus
NC_044956,African swine fever virus Benin 97/1,Asfarviridae,Sus scrofa domesticus
NC_044958,African swine fever virus E75,Asfarviridae,Sus scrofa domesticus
NC_045512,Severe acute respiratory syndrome coronavirus 2,Coronaviridae,Homo sapiens
NC_046954,Rodent coronavirus,Coronaviridae,Myodes rufocanus
NC_046955,Shrew coronavirus,Coronaviridae,Sorex araneus
NC_046956,Bellinger River virus,Tobaniviridae,Amniota
NC_046957,Wuhan japanese halfbeak arterivirus,Nanhypoviridae,Hyporhamphus sajori
NC_046958,Hainan oligodon formosanus arterivirus,Olifoviridae,Oligodon formosanus
NC_046959,Guangdong greater green snake arterivirus,Gresnaviridae,Ptyas major
NC_046960,Nanhai ghost shark arterivirus,Nanghoshaviridae,Chimaera sp.
NC_046961,Chinese broad-headed pond turtle arterivirus,Cremegaviridae,Mauremys megalocephala
NC_046962,Hainan hebius popei torovirus,Tobaniviridae,Hebius popei
NC_046963,Guangdong red-banded snake torovirus,Tobaniviridae,Lycodon rufozonatus
NC_046964,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Coronaviridae,Pipistrellus kuhlii
NC_046965,Canada goose coronavirus,Coronaviridae,Anserinae
NC_048209,Zambian malbrouck virus 1,Arteriviridae,Chlorocebus
NC_048212,Bat coronavirus,Coronaviridae,Epomophorus gambianus
NC_034440,Bat coronavirus,Coronaviridae,Epomophorus gambianus
NC_048214,Duck coronavirus,Coronaviridae,Anas platyrhynchos
NC_048216,NL63-related bat coronavirus,Coronaviridae,Triaenops afer
NC_032107,NL63-related bat coronavirus,Coronaviridae,Triaenops afer
NC_049978,IAS virus,Steigviridae,Homo sapiens
NC_052680,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052681,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052682,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052683,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052684,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052685,Lake Chad virus,Orthomyxoviridae,Amniota
NC_052686,Lake Chad virus,Orthomyxoviridae,Amniota
NC_054004,Hipposideros pomona bat coronavirus CHB25,Coronaviridae,Hipposideros larvatus
NC_054015,Tylonycteris bat coronavirus HKU33,Coronaviridae,Tylonycteris robustula
NC_055108,poecivirus A1,Picornaviridae,Poecile atricapillus
NC_055121,Bamboo rat circovirus,Circoviridae,Rhizomys pruinosus
NC_055122,Circovirus siksparnis,Circoviridae,Hipposideros armiger
NC_055135,Retroperitoneal fibromatosis-associated herpesvirus,Orthoherpesviridae,Macaca nemestrina
NC_055139,Harp seal herpesvirus,Orthoherpesviridae,Phoca groenlandica
NC_055142,macacine gammaherpesvirus 10,Orthoherpesviridae,Macaca fascicularis
NC_055147,Tigray virus,Hantaviridae,Stenocephalemys albipes
KU934009,Tigray virus,Hantaviridae,Stenocephalemys albipes
KU934010,Tigray virus,Hantaviridae,Stenocephalemys albipes
NC_055148,Rodent associated cyclovirus 2,Circoviridae,Rattus tanezumi sladeni
NC_055149,Circovirus gnaver,Circoviridae,Niviventer eha
NC_055150,Rodent associated cyclovirus 1,Circoviridae,Rattus flavipectus
NC_055151,Circovirus rosegador,Circoviridae,Orientallactaga sibirica
NC_055152,Circovirus rongeur,Circoviridae,Neodon clarkei
NC_055153,Circovirus daga,Circoviridae,Apodemus draco
NC_055154,Circovirus roditore,Circoviridae,Neodon clarkei
NC_055155,Circovirus kiore,Circoviridae,Apodemus chevrieri
NC_055156,Rabovirus B1,Picornaviridae,Mus pahari
NC_055159,tottorivirus A1,Picornaviridae,Sus scrofa domesticus
NC_055160,Rabovirus D1,Picornaviridae,Mus musculus
NC_055161,ailurivirus A1,Picornaviridae,Ailuropoda melanoleuca
NC_055162,Sorex araneus polyomavirus 1,Polyomaviridae,Sorex araneus
NC_055163,Sorex coronatus polyomavirus 1,Polyomaviridae,Sorex coronatus
NC_055164,Sorex minutus polyomavirus 1,Polyomaviridae,Sorex minutus
NC_055166,Beluga whale alphaherpesvirus 1,Orthoherpesviridae,Delphinapterus leucas
DQ294633,Mengo virus,Picornaviridae,Euarchontoglires
DQ315364,Human adenovirus 41,Adenoviridae,Homo sapiens
DQ328874,Mammarenavirus mopeiaense,Arenaviridae,Mastomys natalensis
DQ328875,Mammarenavirus mopeiaense,Arenaviridae,Mastomys natalensis
DQ344807,human papillomavirus 13,Papillomaviridae,Homo sapiens
DQ358078,Coxsackievirus A20,Picornaviridae,Homo sapiens
DQ393829,Human adenovirus 49,Adenoviridae,Homo sapiens
DQ412042,Bat SARS CoV Rf1/2004,Coronaviridae,Rhinolophus ferrumequinum
DQ412043,Bat SARS CoV Rm1/2004,Coronaviridae,Rhinolophus macrotis
DQ447649,"Ravn virus - Ravn, Kenya, 1987",Filoviridae,Boreoeutheria
DQ447657,Lake Victoria marburgvirus - Angola2005,Filoviridae,Boreoeutheria
DQ456824,Norovirus Hu/MK04/2004/JP,Caliciviridae,Homo sapiens
DQ473486,rhinovirus B6,Picornaviridae,Homo sapiens
DQ473488,rhinovirus B48,Picornaviridae,Homo sapiens
DQ473489,rhinovirus B70,Picornaviridae,Homo sapiens
DQ473490,rhinovirus B4,Picornaviridae,Homo sapiens
DQ473491,rhinovirus A41,Picornaviridae,Homo sapiens
DQ473492,rhinovirus A73,Picornaviridae,Homo sapiens
DQ473493,rhinovirus A15,Picornaviridae,Homo sapiens
DQ473494,rhinovirus A74,Picornaviridae,Homo sapiens
DQ473497,rhinovirus A23,Picornaviridae,Homo sapiens
DQ473499,Human rhinovirus A44,Picornaviridae,Homo sapiens
DQ473500,rhinovirus A59,Picornaviridae,Homo sapiens
NC_008297,Canis familiaris papillomavirus 3,Papillomaviridae,Canis lupus familiaris
AY743910,Pneumonia virus of mice 15,Pneumoviridae,Mus musculus
AY751783,rhinovirus A39,Picornaviridae,Euarchontoglires
AY772730,Norovirus Hu/NLV/GII/Neustrelitz260/2000/DE,Caliciviridae,Homo sapiens
AY773285,Enterovirus A90,Picornaviridae,Homo sapiens
AY779031,Large yellow croaker iridovirus,Iridoviridae,Larimichthys crocea
AY842931,West Nile virus strain 385-99,Flaviviridae,Amniota
AY843297,enterovirus B79,Picornaviridae,Catarrhini
AY843298,Enterovirus B80,Picornaviridae,Catarrhini
AY843299,Enterovirus B81,Picornaviridae,Catarrhini
AY843300,Enterovirus B82,Picornaviridae,Catarrhini
AY843301,Enterovirus B83,Picornaviridae,Catarrhini
AY843302,Enterovirus B77,Picornaviridae,Homo sapiens
AY843303,Enterovirus B85,Picornaviridae,Homo sapiens
AY843304,Enterovirus B86,Picornaviridae,Homo sapiens
AY843305,Enterovirus B87,Picornaviridae,Homo sapiens
AY843306,Enterovirus B88,Picornaviridae,Homo sapiens
AY843307,Enterovirus B97,Picornaviridae,Homo sapiens
AB426611,Enterovirus B97,Picornaviridae,Homo sapiens
AY843308,Enterovirus B101,Picornaviridae,Homo sapiens
AY849321,Avirulent turkey hemorrhagic enteritis virus,Adenoviridae,Phasianinae
AY863002,Karshi virus,Flaviviridae,Euarchontoglires
AY864805,SARS coronavirus BJ162,Coronaviridae,Homo sapiens
AY875648,Human adenovirus 46,Adenoviridae,Homo sapiens
AY876912,Human enterovirus Ningbo3-02,Picornaviridae,Homo sapiens
AY894343,Orange-spotted grouper iridovirus,Iridoviridae,Epinephelus coioides
AY898809,Alfuy virus,Flaviviridae,Amniota
AY904722,Lynx rufus papillomavirus 1,Papillomaviridae,Lynx rufus
AY904723,Puma concolor papillomavirus 1,Papillomaviridae,Puma concolor
AY904724,Panthera leo persica papillomavirus 1,Papillomaviridae,Panthera leo persica
CY011112,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011114,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011115,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011116,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011118,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011119,Influenza A virus (A/mallard/Maryland/881/2002(H6N2)),Orthomyxoviridae,Anas platyrhynchos
CY011120,Influenza A virus (A/Northern Territory/60/1968(H3N2)),Orthomyxoviridae,Homo sapiens
CY011122,Influenza A virus (A/Northern Territory/60/1968(H3N2)),Orthomyxoviridae,Homo sapiens
D00239,rhinovirus A1B,Picornaviridae,Homo sapiens
D00538,Human coxsackievirus A21 Coe,Picornaviridae,Homo sapiens
D00627,Coxsackievirus A9,Picornaviridae,Catarrhini
D00820,enterovirus D70,Picornaviridae,Amniota
D21208,human papillomavirus 67,Papillomaviridae,Homo sapiens
D90252,Human papillomavirus type 5b,Papillomaviridae,Homo sapiens
D90400,human papillomavirus 58,Papillomaviridae,Homo sapiens
D90457,Coxsackievirus A24,Picornaviridae,Homo sapiens
DQ011855,Porcine hemagglutinating encephalomyelitis virus,Coronaviridae,Sus scrofa
DQ028633,Human astrovirus 5,Astroviridae,Homo sapiens
DQ058829,Ehime virus,Caliciviridae,Homo sapiens
DQ070852,Human astrovirus 4,Astroviridae,Homo sapiens
DQ080080,human papillomavirus 97,Papillomaviridae,Homo sapiens
DQ080082,human papillomavirus 106,Papillomaviridae,Homo sapiens
DQ080083,human papillomavirus 102,Papillomaviridae,Homo sapiens
DQ090005,Human papillomavirus type 38b,Papillomaviridae,Homo sapiens
DQ093792,Human T-lymphotropic virus 3,Retroviridae,Homo sapiens
DQ098913,Bos taurus papillomavirus 8,Papillomaviridae,Bos
DQ180494,Uncia uncia papillomavirus 1,Papillomaviridae,Panthera uncia
DQ192570,Gammapolyomavirus corvi,Polyomaviridae,Coloeus monedula
DQ256132,Duck hepatitis A virus 3,Picornaviridae,Anas platyrhynchos
HG939559,Phodopus sungorus papillomavirus 1,Papillomaviridae,Phodopus sungorus
HM029238,Avian nephritis virus 1,Astroviridae,Gallus gallus
HM053694,Porcine bocavirus 2 pig/ZJD/China/2006,Parvoviridae,Sus scrofa
HM147984,Babanki virus,Togaviridae,Aves
HM147986,Buggy Creek virus,Togaviridae,Petrochelidon pyrrhonota
HM185056,Echovirus E6,Picornaviridae,Catarrhini
U16283,Echovirus E6,Picornaviridae,Catarrhini
HM210570,Small ruminant lentivirus,Retroviridae,Capra hircus
HM211101,Bat coronavirus HKU9-10-2,Coronaviridae,Rousettus leschenaultii
HM245926,Mink coronavirus strain WD1133,Coronaviridae,Neogale vison
HM450380,Astrovirus MLB1 HK05,Astroviridae,Euarchontoglires
HM585353,South Polar skua adenovirus 1,Adenoviridae,Stercorarius maccormicki
HM770721,Human adenovirus 56,Adenoviridae,Homo sapiens
HM777023,Echovirus E18,Picornaviridae,Homo sapiens
HM999990,Human papillomavirus 138,Papillomaviridae,Homo sapiens
HM999991,Human papillomavirus 139,Papillomaviridae,Homo sapiens
HM999993,Human papillomavirus 141,Papillomaviridae,Homo sapiens
HM999994,Human papillomavirus 142,Papillomaviridae,Homo sapiens
HM999995,Human papillomavirus 143,Papillomaviridae,Homo sapiens
HM999997,Human papillomavirus 145,Papillomaviridae,Homo sapiens
HM999998,Human papillomavirus 146,Papillomaviridae,Homo sapiens
HM999999,human papillomavirus 147,Papillomaviridae,Homo sapiens
HQ241818,Simian adenovirus 48,Adenoviridae,Cercopithecinae
HQ385750,Pan troglodytes verus polyomavirus 2c,Polyomaviridae,Pan troglodytes verus
HQ392821,Norovirus pig/GII/Ch6/China/2009,Caliciviridae,Sus scrofa
HQ400942,Human enterovirus 71 HZ08/Hangzhou/2008,Picornaviridae,Homo sapiens
HQ449728,Norovirus Hu/GII.12/HS210/2010/USA,Caliciviridae,Homo sapiens
HQ540591,Porcine endogenous retrovirus A,Retroviridae,Sus scrofa
HQ540595,Porcine endogenous retrovirus B,Retroviridae,Sus scrofa
HQ702854,Porcine enterovirus 3H,Picornaviridae,Sus scrofa domesticus
HQ728260,Coxsackievirus A4,Picornaviridae,Catarrhini
HQ728261,Coxsackievirus A5,Picornaviridae,Catarrhini
HQ728262,Coxsackievirus A10,Picornaviridae,Catarrhini
HQ738637,bat associated cyclovirus 5,Circoviridae,Chiroptera
HQ875059,Sapelovirus A,Picornaviridae,Sus scrofa
HQ883276,Human adenovirus 58,Adenoviridae,Homo sapiens
J01998,AKR (endogenous) murine leukemia virus,Retroviridae,Mus musculus
J04353,human papillomavirus 31,Papillomaviridae,Homo sapiens
JF304766,Saimiri sciureus papillomavirus 2,Papillomaviridae,Saimiri
JF304767,Saimiri sciureus papillomavirus 3,Papillomaviridae,Saimiri
JF304768,Human papillomavirus 152,Papillomaviridae,Homo sapiens
JF320644,Murine norovirus GV/NIH-2409/2005/USA,Caliciviridae,Mus musculus
JF320653,Murine norovirus GV/NIH-D220/2007/USA,Caliciviridae,Mus musculus
PP511559,Dulem virus 157,Microviridae,Lemuridae
PP511562,Dulem virus 154,Microviridae,Lemuridae
PP511563,Dulem virus 174,Microviridae,Lemuridae
PP511565,Dulem virus 147,Microviridae,Lemuridae
PP511566,Dulem virus 142,Microviridae,Lemuriformes
PP511567,Dulem virus 143,Microviridae,Lemuridae
PP511568,Dulem virus 141,Microviridae,Varecia variegata
PP511574,Dulem virus 132,Microviridae,Varecia variegata
PP511576,Dulem virus 129,Microviridae,Lemuridae
PP511577,Dulem virus 128,Microviridae,Lemuridae
PP511580,Dulem virus 119,Microviridae,Varecia variegata
PP511583,Dulem virus 105,Microviridae,Lemuridae
PP511589,Dulem virus 90,Microviridae,Lemuridae
PP511590,Dulem virus 89,Microviridae,Lemuriformes
PP511595,Dulem virus 76,Microviridae,Lemuridae
PP511596,Dulem virus 38,,Varecia variegata
PP511597,Dulem virus 32,,Varecia variegata
PP511607,Dulem virus 50,Inoviridae,Varecia variegata
PP511608,Dulem virus 56,Inoviridae,Varecia variegata
PP511609,Dulem virus 62,Inoviridae,Varecia variegata
PP511610,Dulem virus 63,Inoviridae,Varecia variegata
PP511612,Dulem virus 227,Microviridae,Varecia variegata
PP511613,Dulem virus 221,Microviridae,Varecia variegata
PP511616,Dulem virus 247,Microviridae,Lemuridae
PP511623,Dulem virus 203,Microviridae,Varecia variegata
PP511626,Dulem virus 74,Inoviridae,Varecia variegata
NC_078649,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078650,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078651,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078652,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078653,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078654,Upolu virus,Orthomyxoviridae,Euarchontoglires
NC_078695,Bitu virus,Arenaviridae,Micaelamys namaquensis
NC_078696,Bitu virus,Arenaviridae,Micaelamys namaquensis
NC_078697,Kwanza virus,Arenaviridae,Mus triton
NC_078698,Kwanza virus,Arenaviridae,Mus triton
NC_078728,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078729,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078730,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078731,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078732,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078733,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078734,Araguari virus,Orthomyxoviridae,Philander opossum
NC_078876,Balagodu virus,Peribunyaviridae,Ardeola grayii
NC_078877,Balagodu virus,Peribunyaviridae,Ardeola grayii
NC_078878,Balagodu virus,Peribunyaviridae,Ardeola grayii
NC_078891,Timboteua virus,Peribunyaviridae,Mus musculus
NC_078892,Timboteua virus,Peribunyaviridae,Mus musculus
NC_078893,Timboteua virus,Peribunyaviridae,Mus musculus
NC_078897,Telok Forest virus,Peribunyaviridae,Macaca nemestrina
NC_078898,Telok Forest virus,Peribunyaviridae,Macaca nemestrina
NC_078899,Telok Forest virus,Peribunyaviridae,Macaca nemestrina
NC_078911,Pacora virus,Peribunyaviridae,Mus
NC_078912,Pacora virus,Peribunyaviridae,Mus
NC_078913,Pacora virus,Peribunyaviridae,Mus
NC_078923,Minatitlan virus,Peribunyaviridae,Muroidea
NC_078924,Minatitlan virus,Peribunyaviridae,Muroidea
NC_078925,Minatitlan virus,Peribunyaviridae,Muroidea
NC_078935,Juan Diaz virus,Peribunyaviridae,Mus
NC_078936,Juan Diaz virus,Peribunyaviridae,Mus
NC_078937,Juan Diaz virus,Peribunyaviridae,Mus
NC_078959,Benfica virus,Peribunyaviridae,Muroidea
NC_078960,Benfica virus,Peribunyaviridae,Muroidea
NC_078961,Benfica virus,Peribunyaviridae,Muroidea
NC_078962,Belem virus,Peribunyaviridae,Amniota
NC_078963,Belem virus,Peribunyaviridae,Amniota
NC_078964,Belem virus,Peribunyaviridae,Amniota
NC_078977,Acara virus,Peribunyaviridae,Mus musculus
NC_078978,Acara virus,Peribunyaviridae,Mus musculus
NC_078979,Acara virus,Peribunyaviridae,Mus musculus
NC_078994,Zwiesel bat bandavirus,Phenuiviridae,Chiroptera
NC_078995,Zwiesel bat bandavirus,Phenuiviridae,Chiroptera
NC_078996,Zwiesel bat bandavirus,Phenuiviridae,Chiroptera
NC_079000,Songling virus,Nairoviridae,Homo sapiens
NC_079001,Songling virus,Nairoviridae,Homo sapiens
NC_079002,Songling virus,Nairoviridae,Homo sapiens
NC_079009,Beiji nairovirus,Nairoviridae,Euarchontoglires
NC_079010,Beiji nairovirus,Nairoviridae,Euarchontoglires
NC_079014,Bobaya virus,Peribunyaviridae,Turdus libonyana
NC_079015,Bobaya virus,Peribunyaviridae,Turdus libonyana
NC_079016,Bobaya virus,Peribunyaviridae,Turdus libonyana
NC_079032,Universidad Nacional virus 1,Arenaviridae,Boa constrictor
NC_079033,Universidad Nacional virus 1,Arenaviridae,Boa constrictor
NC_079037,big electron-dense squares virus 1,Arenaviridae,Boa constrictor
NC_079038,big electron-dense squares virus 1,Arenaviridae,Boa constrictor
NC_079067,Turtle fraservirus 1,,Apalone ferox
NC_079068,Turtle fraservirus 1,,Apalone ferox
NC_079098,Yezo virus,Nairoviridae,Homo sapiens
NC_079099,Yezo virus,Nairoviridae,Homo sapiens
NC_079100,Yezo virus,Nairoviridae,Homo sapiens
NC_079107,Dhati Welel mammarenavirus,Arenaviridae,Mastomys natalensis
NC_079108,Dhati Welel mammarenavirus,Arenaviridae,Mastomys natalensis
NC_079116,Ness Ziona virus,Peribunyaviridae,Boreoeutheria
NC_079117,Ness Ziona virus,Peribunyaviridae,Boreoeutheria
NC_079118,Ness Ziona virus,Peribunyaviridae,Boreoeutheria
NC_034477,Caraparu virus,Peribunyaviridae,Simiiformes
NC_034478,Caraparu virus,Peribunyaviridae,Simiiformes
NC_034489,Caraparu virus,Peribunyaviridae,Simiiformes
NC_034479,Orthobunyavirus bwambaense,Peribunyaviridae,Catarrhini
NC_034480,Orthobunyavirus bwambaense,Peribunyaviridae,Catarrhini
NC_034490,Orthobunyavirus bwambaense,Peribunyaviridae,Catarrhini
NC_034482,Capim virus,Peribunyaviridae,Caluromys philander
NC_034483,Capim virus,Peribunyaviridae,Caluromys philander
NC_034493,Capim virus,Peribunyaviridae,Caluromys philander
NC_034484,Orthohantavirus caobangense,Hantaviridae,Anourosorex squamipes
